sample,PC1,PC2,assay,mouse_id,tissue,timepoint,project,batch,treatment,genotype,sex,sample_date,dob,dod,sample_weeks,age_at_end,age_at_start,age_at_sample,samtools.flagstat_total,samtools.mapped_passed,biotype_counts.percent_rRNA,dupradar.dupRadar_intercept,picard.PERCENT_DUPLICATION,qualimap.5_3_bias,qualimap.reads_aligned,rseqc.proper_pairs_percent,salmon.percent_mapped,salmon.num_mapped,samtools.error_rate,samtools.non_primary_alignments,samtools.reads_mapped,samtools.reads_properly_paired_percent,samtools.reads_MQ0_percent,samtools.raw_total_sequences,star.uniquely_mapped_percent,star.uniquely_mapped,fastqc_raw.percent_duplicates,fastqc_raw.percent_gc,fastqc_raw.percent_fails,fastqc_raw.total_sequences,fastqc_trimmed.percent_duplicates,fastqc_trimmed.percent_gc,fastqc_trimmed.avg_sequence_length,fastqc_trimmed.percent_fails,fastqc_trimmed.total_sequences,myeloid,CML_space,myeloid_class,state_class,time_class,Group,HSA_ABL1_gene,HSA_BCR_ABL1_gene,HSA_BCR_gene,HSA_MYH11_gene,state_chr,myeloid_chr,old.state_class,rx_class,state_rx,group_name
COHP_47023,0.127538332,0.066714891,mRNA,508,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/16/21,10/21/20,4/2/21,6,22.9,10.9,16.9,136113482,136113482,0.308590874,0.076990445,0.409297,1.05,47805148,39.5942997,73.56570268,37357565,0.002436888,40458516,95654966,99.95330091,2.161809351,95654966,75.41,38295654,66.89372461,52,9.090909091,50906441,66.28219937,52,98.43406649,13.63636364,50781225,NA,-91.90370687,NA,1,NA,D,17.755653,16.729401,7.521287,0,c2,NA,1,D.pre,c2,TKI
COHP_47024,0.017913285,0.121440319,mRNA,508,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/23/21,10/21/20,4/2/21,7,22.9,10.9,17.9,188106128,188106128,0.434428468,0.09847852,0.526374,1.01,57260470,27.36144673,79.85528513,48540182,0.002268723,73530564,114575564,99.95232491,4.028912308,114575564,67.93,41293488,74.99609441,52,9.090909091,60905285,74.59981003,52.5,98.82047877,13.63636364,60785184,NA,-46.55655997,NA,1,NA,D,12.212873,10.033281,5.673145,0,c2,NA,1,NA,c2,TKI
COHP_47025,-0.036002406,0.078052694,mRNA,508,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/2/21,10/21/20,4/2/21,8,22.9,10.9,18.9,204705307,204705307,0.478037229,0.087165625,0.564002,1.01,56275236,22.67469206,81.16711537,48451380,0.00227971,92111599,112593708,99.96159999,5.601646053,112593708,63.22,37739935,76.42373342,52.5,9.090909091,59792867,75.96463605,52.5,98.59236216,13.63636364,59693362,NA,-23.76451047,NA,0,NA,D,3.348165,4.447182,1.486858,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_47026,0.149899224,0.037017259,mRNA,508,PBMC,9,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/9/21,10/21/20,4/2/21,9,22.9,10.9,19.9,158817439,158817439,0.242443549,0.093050567,0.416496,1.04,58672417,41.24596796,71.50167507,44164090,0.002647865,41423568,117393871,99.95822865,1.778348377,117393871,78.61,48555686,66.65516136,51,9.090909091,61875846,66.14418549,51,98.69145461,13.63636364,61766511,NA,-50.12908526,NA,1,NA,D,24.002644,22.357671,10.154354,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_47027,0.124814785,-0.014375377,mRNA,508,PBMC,10,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/16/21,10/21/20,4/2/21,10,22.9,10.9,20.9,133581189,133581189,0.294021596,0.088728804,0.410459,1.04,48546674,40.88743813,71.25818934,36428903,0.002545136,36460793,97120396,99.97215003,1.968246711,97120396,77.84,39792996,66.05999498,51.5,9.090909091,51190678,65.47163464,51.5,98.54896654,13.63636364,51122409,NA,-27.18326865,NA,0,NA,D,20.915372,20.157221,9.551555,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_47028,0.188102491,0.127635754,mRNA,508,PBMC,11,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/23/21,10/21/20,4/2/21,11,22.9,10.9,21.9,128802015,128802015,0.23203606,0.084340025,0.317743,1.03,54456410,55.53459859,66.26759767,38209590,0.002517115,19849202,108952813,99.96329328,0.713964127,108952813,84.69,48830541,60.72459445,51,9.090909091,57747719,60.2422902,51,98.8217088,13.63636364,57659537,NA,-104.4303142,NA,2,NA,D,16.627181,14.705166,7.484238,0,c3,NA,1,D.post,D.post,TKI
COHP_47029,0.031067864,0.136457585,mRNA,508,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/30/21,10/21/20,4/2/21,12,22.9,10.9,22.9,155579505,155579505,0.910535879,0.100891355,0.511115,1.04,47357374,28.22088166,80.33930682,41259052,0.002350111,60815997,94763508,99.94854559,3.750656846,94763508,65.52,33649697,74.82750446,53.5,9.090909091,51468133,74.40010413,54,98.77093925,9.090909091,51355997,NA,-102.0765832,NA,2,NA,D,13.1897,11.290896,5.8327,0,c3,NA,2,D.post,D.post,TKI
COHP_49205,0.121853396,-0.058147883,mRNA,487,PBMC,0,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,11/24/20,9/18/20,NA,0,27.6,9.6,9.6,83035110,83035110,0.101591783,0.077120585,0.212287,1.07,37018512,68.08173073,40.3293649,15737255,0.0031213,8967510,74067600,99.95871879,0.576735307,74067600,89.02,34735606,40.03082828,48.5,0,39096190,39.37459735,49,98.24423723,4.545454545,39021827,13.9,31.30931013,0,0,1,B,0,0,0,0,c1,c1,0,NA,c1,CML
COHP_49206,-0.073770761,0.022003094,mRNA,487,PBMC,1,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/1/20,9/18/20,NA,1,27.6,9.6,10.6,216008873,216008873,0.086319469,0.079790681,0.702714,1.05,44211814,11.3168416,82.2527083,39939529,0.002441503,127556240,88452633,99.96720844,10.18324463,88452633,44.64,21675188,80.6173812,53.5,22.72727273,48645371,80.03974133,53.5,97.79384479,27.27272727,48557099,11.3,134.5985531,0,0,0,B,0.009174,0,0.001876,0,c1,c1,0,NA,c1,CML
COHP_49207,0.038222288,-0.135245797,mRNA,487,PBMC,2,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/8/20,9/18/20,NA,2,27.6,9.6,11.6,151699783,151699783,0.09993178,0.090358819,0.388342,1.05,52275674,40.52336317,55.45714043,30780182,0.003044868,47104906,104594877,99.95838324,2.235408719,104594877,75.33,41809071,55.69421937,50.5,9.090909091,55609853,55.06036862,50.5,98.23458997,13.63636364,55502649,13.8,39.42472085,0,0,1,B,0.00784,0.148033,0,0,c1,c1,0,NA,c1,CML
COHP_49208,-0.083180727,0.011156327,mRNA,487,PBMC,3,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/15/20,9/18/20,NA,3,27.6,9.6,12.6,180292169,180292169,0.099976665,0.130934814,0.595818,1.06,46116876,19.54669812,70.79542385,35560746,0.002609366,88023562,92268607,99.96222442,6.322191469,92268607,57.35,28806240,71.66088119,52.5,9.090909091,50318006,71.12604133,53,98.17758464,13.63636364,50230289,7,112.2854694,0,0,0,B,0.022242,0,0.004547,0,c1,c1,0,NA,c1,CML
COHP_49209,-0.010293221,-0.175147976,mRNA,487,PBMC,4,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/22/20,9/18/20,NA,4,27.6,9.6,13.6,137918602,137918602,0.048896651,0.10861693,0.439738,1.04,44963014,34.95597207,60.4162648,28965278,0.003029514,47959438,89959164,99.96316551,2.926227727,89959164,71.94,34488581,59.41214128,51,9.090909091,48041635,58.79292837,51,98.20773668,13.63636364,47942848,16.1,47.11563027,0,0,1,B,0.019687,0,0.012878,0,c1,c1,0,NA,c1,CML
COHP_49210,-0.079127253,-0.064439601,mRNA,487,PBMC,5,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,12/29/20,9/18/20,NA,5,27.6,9.6,14.6,190665517,190665517,0.112300284,0.094827382,0.492726,1.03,54287982,27.58333275,64.16248105,37476917,0.002980374,82041391,108624126,99.95566178,5.131295602,108624126,65.82,38442846,63.81865017,52,9.090909091,58547608,63.0919295,52,97.72431594,13.63636364,58409395,15.1,52.06250337,0,0,0,B,0.045725,0,0.032725,0,c1,c1,0,NA,c1,CML
COHP_49211,-0.084814681,-0.024426952,mRNA,487,PBMC,6,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,1/5/21,9/18/20,NA,6,27.6,9.6,15.6,124619461,124619461,0.108835453,0.066335594,0.50522,1.04,34592503,26.00499131,68.79818398,25642089,0.002742646,55414146,69205315,99.97065399,4.932378387,69205315,62.91,23448454,65.27015865,52.5,9.090909091,37365497,64.529696,52.5,97.81511638,13.63636364,37271462,17.6,65.72518788,0,0,0,B,0.040094,0,0.019674,0,c1,c1,0,NA,c1,CML
COHP_49212,-0.090152143,-0.00470456,mRNA,487,PBMC,7,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,1/12/21,9/18/20,NA,7,27.6,9.6,16.6,148970221,148970221,0.065635957,0.100061646,0.505545,1.06,42698249,27.00010628,65.59106517,29949390,0.002736445,63537147,85433074,99.95718754,4.62926571,85433074,65.14,29745042,64.52607161,52,9.090909091,45808860,63.96524487,52,98.2763986,13.63636364,45660777,18.8,96.14687032,0,0,0,B,0.083341,0,0.04448,0,c1,c1,0,NA,c1,CML
COHP_49213,-0.061495453,-0.041256675,mRNA,487,PBMC,8,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,1/19/21,9/18/20,NA,8,27.6,9.6,17.6,140281970,140281970,0.139794054,0.092163547,0.486661,1.05,42422938,29.51664138,66.57801669,30373802,0.003162267,55391867,84890103,99.94790088,3.875092483,84890103,67.54,30813871,64.10458357,52.5,9.090909091,45764200,63.54169901,52.5,98.35931983,13.63636364,45621368,15.3,58.01042566,0,0,0,B,0.038851,0,0.01155,0,c1,c1,0,NA,c1,CML
COHP_49214,-0.077860341,0.016230269,mRNA,487,PBMC,9,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,1/26/21,9/18/20,NA,9,27.6,9.6,18.6,182210214,182210214,0.117865129,0.104826476,0.622017,1.09,43339461,16.89598147,76.50461715,36227213,0.00271672,95504138,86706076,99.9686827,8.219975264,86706076,54.04,25591484,75.00692184,53.5,18.18181818,47467758,74.37933824,53.5,98.06290133,22.72727273,47352976,19.6,83.86075347,0,0,0,B,0.03462,0,0.021776,0,c1,c1,0,NA,c1,CML
COHP_49215,-0.08228896,-0.006203543,mRNA,487,PBMC,10,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,2/2/21,9/18/20,NA,10,27.6,9.6,19.6,158644948,158644948,0.125826438,0.09131276,0.482832,1.07,47982048,29.83392197,64.39272983,33285217,0.003003615,62653363,95991585,99.97136311,4.024232958,95991585,66.71,34484601,64.35945401,52,9.090909091,51776049,63.6069883,52.5,97.94303299,13.63636364,51690955,23.3,34.06619986,0,0,1,B,0.051714,0,0.018322,0,c1,c1,0,NA,c1,CML
COHP_49216,-0.077607347,0.016352391,mRNA,487,PBMC,11,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,2/9/21,9/18/20,NA,11,27.6,9.6,20.6,142569554,142569554,0.206286086,0.084724005,0.55301,1.05,38554375,22.81933491,72.68287762,30039318,0.003007119,65441066,77128488,99.97440894,5.207708726,77128488,60.46,24986297,69.01911267,53,9.090909091,41405374,68.28662287,53,97.78992575,13.63636364,41329291,22.7,51.49789595,0,0,0,B,0.038851,0,0.007944,0,c1,c1,0,NA,c1,CML
COHP_49217,-0.075833403,0.020496463,mRNA,487,PBMC,12,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,2/16/21,9/18/20,NA,12,27.6,9.6,21.6,171086927,171086927,0.093788579,0.080283848,0.530778,1.05,46548066,24.24038162,69.65552918,34984112,0.002702616,77964676,93122251,99.97195192,5.335512132,93122251,61.24,30757769,68.4947219,52.5,9.090909091,50337884,67.71331604,53,97.6598151,13.63636364,50224458,25.6,29.91720554,0,0,1,B,0.051638,0,0.023464,0,c1,c1,0,NA,c1,CML
COHP_49218,-0.071787154,0.032027834,mRNA,487,PBMC,13,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,2/23/21,9/18/20,NA,13,27.6,9.6,22.6,197731424,197731424,0.069986797,0.097143058,0.579239,1.02,50863198,20.49997678,74.45692842,40771346,0.002557202,95978127,101753297,99.97356253,6.254150173,101753297,58.79,32192876,72.44927462,52.5,9.090909091,55007332,71.78054828,52.5,97.97826134,13.63636364,54758297,23.3,41.23774737,0,0,1,B,0.058602,0.103556,0.010419,0,c1,c1,0,NA,c1,CML
COHP_49219,-0.055494246,0.054834298,mRNA,487,PBMC,14,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/2/21,9/18/20,NA,14,27.6,9.6,23.6,250676858,250676858,0.109243183,0.090975169,0.780502,1.07,45294564,7.22660805,86.80058952,44806782,0.002610226,160023156,90653702,99.92876849,13.50401002,90653702,37.36,19284507,86.86062925,55.5,27.27272727,51906419,86.41133498,55.5,98.02431968,31.81818182,51620366,33.7,103.5749627,0,0,0,B,0.01387,0,0.004861,0,c1,c1,0,NA,c1,CML
COHP_49220,-0.056296197,0.052285241,mRNA,487,PBMC,15,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/9/21,9/18/20,NA,15,27.6,9.6,24.6,262849410,262849410,0.106136103,0.092361098,0.712588,1.05,53604488,10.87855818,85.7382892,50824713,0.002471883,155586350,107263060,99.94957817,10.24955376,107263060,46.21,27394849,83.03082672,53.5,27.27272727,59608268,82.58689239,54,98.17626541,31.81818182,59278898,27.5,61.33918788,0,0,0,B,0.011138,0,0.006071,0,c1,c1,0,NA,c1,CML
COHP_49221,-0.058434682,0.052038002,mRNA,487,PBMC,16,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/16/21,9/18/20,NA,16,27.6,9.6,25.6,182156899,182156899,0.280280723,0.080599489,0.590009,1.03,45961861,19.4797519,78.92457762,39605986,0.002819104,90196131,91960768,99.95971543,6.358095009,91960768,56.66,28431545,75.33408019,53.5,18.18181818,50305387,74.72379588,54,98.28442488,22.72727273,50182069,35.7,13.32546091,1,0,1,B,0.043338,0,0.012506,0,c1,c2,0,NA,c1,CML
COHP_49222,-0.059434096,0.048852326,mRNA,487,PBMC,17,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/23/21,9/18/20,NA,17,27.6,9.6,26.6,203771976,203771976,0.388432788,0.066938181,0.658911,1.05,43490357,13.57491474,83.39390378,39468048,0.002530762,116760177,87011799,99.96427496,9.625910619,87011799,48.77,23079731,79.70757987,54,22.72727273,47426151,79.24482026,54,98.34388354,27.27272727,47327258,34.8,43.76559899,0,0,1,B,0.030754,0,0.01934,0,c1,c1,0,NA,c1,CML
COHP_49223,-0.04336898,0.053607213,mRNA,487,PBMC,18,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/30/21,9/18/20,NA,18,27.6,9.6,27.6,150415129,150415129,0.199345839,0.076673454,0.540747,1.08,38427316,22.16041845,78.91696223,32394990,0.002603783,73535931,76879198,99.96804597,6.705800963,76879198,60.62,24883871,71.36769888,52.5,9.090909091,41116691,70.80898574,52.5,98.28404339,13.63636364,41049464,57.3,-15.58908319,1,0,1,B,0.05555,0.408522,0.025365,0,c1,c2,0,NA,c1,CML
COHP_49224,-0.094593168,-0.024160936,mRNA,542,PBMC,0,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,2/16/21,12/1/20,6/14/21,0,27,11,11,204488106,204488106,0.427391002,0.117156345,0.536852,1.04,55703497,24.04130634,67.01185986,40100750,0.002757407,93046692,111441414,99.96911382,5.677542821,111441414,63.12,37770187,68.23821746,52.5,9.090909091,59931424,67.57727622,52.5,97.9980036,13.63636364,59841273,16.3,70.6895213,0,0,0,B,0.017769,0,0.012456,0.002046,c1,c1,0,NA,c1,CML
COHP_49225,-0.057633932,0.014744929,mRNA,542,PBMC,1,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,2/23/21,12/1/20,6/14/21,1,27,11,12,176079459,176079459,0.115555223,0.10256987,0.541011,1.05,50164121,24.80839971,71.99424018,38864092,0.002993302,75713486,100365973,99.96240658,4.789389129,100365973,64.2,34656782,70.82035383,53,9.090909091,54108805,70.12705824,53,98.10214861,13.63636364,53982224,12.5,23.69784539,0,0,1,B,0.408519,0,0.174636,0,c1,c1,0,NA,c1,CML
COHP_49226,-0.058134988,0.042576404,mRNA,542,PBMC,2,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/2/21,12/1/20,6/14/21,2,27,11,13,149419827,149419827,0.258740195,0.085977298,0.589497,1.06,39638347,20.39614328,77.76174181,33655659,0.002879373,70111435,79308392,99.96003197,5.651152277,79308392,57.31,24802521,75.51901287,54,13.63636364,43400317,74.79466053,54,97.91475823,18.18181818,43280485,30,7.811092828,0,0,1,B,0.158725,0.219958,0.050922,0,c1,c1,0,NA,c1,CML
COHP_49227,-0.051421582,-0.022310142,mRNA,542,PBMC,3,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/9/21,12/1/20,6/14/21,3,27,11,14,124716457,124716457,2.800213805,0.374150867,0.724355,1.1,40115083,16.58608214,46.95444487,24071137,0.006175571,44458933,80257524,99.96591223,2.718654764,80257524,57.92,29691200,80.49660483,60,22.72727273,51318823,80.25069733,60,99.04187791,22.72727273,51264874,20.3,8.512435457,0,0,1,B,0.26787,0,0.189659,0.003223,c1,c1,0,NA,c1,CML
COHP_49228,-0.019877697,-0.056545756,mRNA,542,PBMC,4,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/16/21,12/1/20,6/14/21,4,27,11,15,101237957,101237957,0.386043651,0.219336293,0.588518,1.05,33398377,25.64007885,59.19335245,22737640,0.004317084,34415778,66822179,99.96195126,1.956628801,66822179,64.96,24953154,72.44069709,56,13.63636364,38457324,72.23725119,56,99.15935372,18.18181818,38412489,20.2,2.084111187,0,0,1,B,0.74982,0,0.271826,0,c1,c1,0,NA,c1,CML
COHP_49229,-0.060999509,0.038136069,mRNA,542,PBMC,5,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/23/21,12/1/20,6/14/21,5,27,11,16,197650740,197650740,0.194764504,0.105443435,0.620997,1.05,51971132,18.75654804,74.77970003,43370450,0.002923344,93678485,103972255,99.9711548,6.008291347,103972255,56.02,32491909,78.66026351,55.5,22.72727273,58078806,78.10414077,55.5,98.4159487,27.27272727,57997625,21.5,13.5852347,0,0,1,B,0.650184,0.377407,0.260605,0,c1,c1,0,NA,c1,CML
COHP_49230,-0.001174477,-0.053747175,mRNA,542,PBMC,6,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,3/30/21,12/1/20,6/14/21,6,27,11,17,119316011,119316011,2.338615558,0.198405855,0.611437,1.04,40434696,24.81360695,55.64727451,27433433,0.005337634,38404206,80911805,99.9475812,1.839703119,80911805,62.15,30637936,76.02655177,58,22.72727273,49367300,75.84178252,58.5,99.257575,27.27272727,49298790,17.9,-8.117051209,0,0,1,B,1.287663,1.383163,0.476188,0,c1,c1,0,NA,c1,CML
COHP_49231,-0.055358648,0.028450052,mRNA,542,PBMC,7,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,4/6/21,12/1/20,6/14/21,7,27,11,18,175788255,175788255,0.72237643,0.253628887,0.650915,1.04,52305505,19.60853756,66.36256399,39402416,0.003614795,71137347,104650908,99.96187515,3.772694452,104650908,61.1,36276399,77.95678689,55.5,18.18181818,59434979,77.76103523,56,99.17952572,18.18181818,59374463,23.6,-2.429804305,0,0,1,B,1.383422,0.28248,0.653732,0,c1,c1,0,NA,c1,CML
COHP_49232,-0.067203991,0.011902834,mRNA,542,PBMC,8,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,4/13/21,12/1/20,6/14/21,8,27,11,19,163466570,163466570,3.375074632,0.500417474,0.78347,1.08,48180572,11.80425698,57.49814001,34416323,0.004921509,67058932,96407638,99.95177353,3.404620285,96407638,54.04,32346384,85.20755816,59,27.27272727,59935617,84.88572904,60,98.81265479,27.27272727,59856411,22.5,1.369021672,0,0,1,B,1.285017,1.921597,0.532399,0,c1,c1,0,NA,c1,CML
COHP_49233,-0.028888742,0.044141336,mRNA,542,PBMC,9,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,4/20/21,12/1/20,6/14/21,9,27,11,20,152008963,152008963,0.323691191,0.126998681,0.569583,1.05,47473045,25.41442112,66.05916048,35611270,0.003725216,57034395,94974568,99.97001513,3.207569209,94974568,63.62,34297784,75.31165545,56,13.63636364,53996076,74.53046464,56,98.11755811,18.18181818,53908148,23.7,-20.73906029,0,0,1,B,3.203122,3.464211,1.377783,0,c1,c1,0,NA,c1,CML
COHP_49234,-0.041061472,0.064561391,mRNA,542,PBMC,10,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,4/27/21,12/1/20,6/14/21,10,27,11,21,159627839,159627839,0.158603477,0.096852839,0.541929,1.04,47485159,25.76227822,73.32670038,38213132,0.00324047,64628930,94998909,99.96990386,4.068504618,94998909,63.75,33220753,73.30586303,54,13.63636364,52218671,72.70470599,54,98.34476358,18.18181818,52113530,26,-22.96418165,0,0,1,B,2.594794,2.142038,1.164462,0,c1,c1,0,NA,c1,CML
COHP_49235,-0.052577433,0.075891477,mRNA,542,PBMC,11,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,5/4/21,12/1/20,6/14/21,11,27,11,22,204997845,204997845,0.468623202,0.130340962,0.670648,1.05,48974255,14.705098,80.17384287,44249476,0.002739261,107014638,97983207,99.96458883,7.382050681,97983207,50.95,28121943,82.96668349,56,22.72727273,55279565,82.29514477,56,98.16769631,27.27272727,55191911,58.7,-48.82997525,1,1,1,B,3.494713,4.506727,1.538824,0,c2,c2,1,NA,c2,CML
COHP_49236,-0.053238035,0.076538898,mRNA,542,PBMC,12,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,5/11/21,12/1/20,6/14/21,12,27,11,23,207112357,207112357,0.261624409,0.134235641,0.651597,1.06,51409188,16.21758957,77.66747588,45491373,0.002766811,104256368,102855989,99.9634314,6.757834976,102855989,51.85,30368120,80.91223234,55.5,22.72727273,58696133,80.29515879,56,98.24283522,27.27272727,58571973,61.6,-45.90471338,2,1,1,B,3.467731,0.728409,1.484166,0,c2,c3,1,NA,c2,CML
COHP_49237,-0.057166288,0.064508891,mRNA,542,PBMC,13,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,5/18/21,12/1/20,6/14/21,13,27,11,24,201879916,201879916,0.148692995,0.137696276,0.680875,1.07,46239871,13.65260524,81.99323118,42785885,0.002587325,109351269,92528647,99.9471461,8.106817989,92528647,48.52,25318410,82.66536175,55.5,22.72727273,52314418,82.14198036,56,98.36291437,27.27272727,52182216,78.6,-59.26849433,2,1,1,B,4.690273,4.676062,1.96391,0.001703,c2,c3,1,NA,c2,CML
COHP_49238,-0.050025531,0.088147228,mRNA,542,PBMC,14,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,5/25/21,12/1/20,6/14/21,14,27,11,25,164343651,164343651,0.08091241,0.086005395,0.625869,1.04,41030937,17.47336744,86.27934311,38594927,0.002500121,82237783,82105868,99.94641796,6.545740434,82105868,54.89,24554801,80.59128342,54,18.18181818,44832400,80.05179564,54,98.37707019,22.72727273,44732523,86.9,-65.98362134,2,1,1,B,4.889115,3.289931,2.117902,0,c2,c3,1,NA,c2,CML
COHP_49239,-0.050891666,0.084277541,mRNA,542,PBMC,15,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,6/1/21,12/1/20,6/14/21,15,27,11,26,244324294,244324294,0.084855704,0.092609419,0.625476,1.04,60005438,17.35857344,86.04742917,55393560,0.002398624,124270587,120053707,99.96432347,7.351949574,120053707,55.87,35965559,79.86544829,53,13.63636364,64479253,79.20099028,53,98.06335345,22.72727273,64375613,89.2,-83.29167647,2,1,1,B,5.242179,3.343531,2.421616,0,c2,c3,1,NA,c2,CML
COHP_49240,-0.058302099,0.059915774,mRNA,542,PBMC,16,CML.mRNA.2022_pt2,2022_B,TET_OFF_B,"tTA+/-, BCR-ABL+/-",F,6/8/21,12/1/20,6/14/21,16,27,11,27,255488572,255488572,0.099233897,0.115597708,0.710254,1.02,53726139,11.36315483,88.68836318,51836359,0.001568177,147997904,107490668,99.96428527,9.676070671,107490668,47.38,27692834,86.1294351,54,22.72727273,58558291,85.45270042,54.5,97.88316635,27.27272727,58447757,82.3,-59.91812593,2,1,1,B,5.450275,4.343483,2.529327,0,c2,c3,1,NA,c2,CML
COHP_49241,-0.074468703,0.011845381,mRNA,514,PBMC,0,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/5/21,10/23/20,3/22/21,0,20.6,10.6,10.6,223770412,223770412,0.251617541,0.14250341,0.706154,1.05,50350993,12.29735234,68.10529728,42369421,0.002111315,123020360,100750052,99.95229184,8.183178903,100750052,42.02,26139654,81.68839525,58,22.72727273,62356384,81.41096204,58.5,98.74439739,22.72727273,62211638,NA,84.83593777,NA,0,NA,D,0.036931,0,0.036684,0,c1,NA,0,D.pre,c1,TKI
COHP_49242,0.00726468,0.043704431,mRNA,514,PBMC,1,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/12/21,10/23/20,3/22/21,1,20.6,10.6,11.6,240611120,240611120,0.089090657,0.125836934,0.530254,1.03,75358425,28.0357109,74.07300328,59317044,0.002151897,89825875,150785245,99.95464079,3.645028398,150785245,69.82,55910934,72.08906242,52.5,9.090909091,80325011,71.4749679,52.5,98.40568671,13.63636364,80079167,NA,-15.15856342,NA,0,NA,D,0.85438,1.130211,0.467954,0,c1,NA,0,D.pre,c1,TKI
